sentence,BookRestaurant,GetWeather,PlayMusic,RateBook
Give the current essay 5 / 6 stars,0,0,0,1
I give The Phishing Manual four stars out of 6.,0,0,0,1
Rate this current essay four out of 6.,0,0,0,1
Rate the Apocalisse saga one out of 6 points,0,0,0,1
Rate The Scoop 4 of 6 stars,0,0,0,1
Rate The Abyss of Wonders 4 out of 6.,0,0,0,1
Rate Illness as Metaphor 5 of 6,0,0,0,1
I give The Alchemyst: The Secrets of the Immortal Nicholas Flamel 2 out of 6 stars.,0,0,0,1
rate the current saga zero of 6 stars,0,0,0,1
Rate the current essay 0 of 6,0,0,0,1
give a 4 rating for Curtains for Three,0,0,0,1
Rate Through Distant Worlds and Times 5 of 6 points,0,0,0,1
rate the current book two of 6 stars,0,0,0,1
give 1 out of 6 points to current textbook,0,0,0,1
Rate Timeline of science fiction 4 out of 6,0,0,0,1
Rate this current album 0,0,0,0,1
Rate Earth Made of Glass 1 of 6,0,0,0,1
I give 0 points to the book The Eleventh Hour,0,0,0,1
I give The English Spy a rating of 1 and a best rating of 6,0,0,0,1
For the current essay I rate 1 out of 6,0,0,0,1
give a zero rating to May We Borrow Your Husband?,0,0,0,1
rate the Beyonders: A World Without Heroes saga 1 out of 6 stars,0,0,0,1
I would give The Northern Reaches a rating of one,0,0,0,1
Please rate the current textbook 2 stars,0,0,0,1
My Life as a Fake is one out of 6,0,0,0,1
I am rating this book called Nuclear War Survival Skills zero stars,0,0,0,1
Give The Hollow Man three out of 6 stars,0,0,0,1
give 1 points to current textbook,0,0,0,1
The chronicle Charlie Peace earns 4 stars from me,0,0,0,1
Rate this saga two out of 6 points,0,0,0,1
I give this current book four stars and a rating of 6,0,0,0,1
Rate The Life and Loves of a She-Devil two stars,0,0,0,1
I rate Wideacre five of a possiable 6,0,0,0,1
Give The Case of Jennie Brice 4 stars out of 6,0,0,0,1
Rate The Courtship of Princess Leia saga a two,0,0,0,1
Rate the current book one of 6 points,0,0,0,1
Please provide the Rainbow Mars series a zero out of 6 points.,0,0,0,1
rate this saga 0 out of 6,0,0,0,1
rate this textbook 3 out 6,0,0,0,1
I would rate this essay four stars,0,0,0,1
give five out of 6 stars to The Arrows of Hercules,0,0,0,1
Rate A Battle of Nerves three stars out of 6,0,0,0,1
rate the current saga a 4,0,0,0,1
rate this textbook two out of 6 points,0,0,0,1
How do I rate this book 4 stars?,0,0,0,1
I rate The Blood of Others series only five points.,0,0,0,1
Rate The Nightmare Fair five out of 6 stars,0,0,0,1
rate The Little Book four stars,0,0,0,1
give 4 points to this novel,0,0,0,1
Give Hornblower in the West Indies 0 / 6 points,0,0,0,1
I give The Savage Mind a rating of zero out of 6 points.,0,0,0,1
I think that The Wizard is a four of 6.,0,0,0,1
I am giving this current textbook zero out of 6 stars,0,0,0,1
I would rate The Story of the Glittering Plain a zero,0,0,0,1
Rate The Saint in Trouble 1 of 6,0,0,0,1
I would give this current textbook a rating of 1 points and a best rating of 6,0,0,0,1
give 5 stars to this book,0,0,0,1
Taken at the Flood only gets 2 points out of 6.,0,0,0,1
I would rate this novel a 5 and a best rating of 6,0,0,0,1
Give the current series four / 6 points.,0,0,0,1
Give four points to Leven Thumps and the Gateway to Foo,0,0,0,1
Rate this album 0 points,0,0,0,1
rate the book English Grammar In Use a five,0,0,0,1
Give this album four stars,0,0,0,1
Rate this album a five,0,0,0,1
I give the following textbook 3 points.,0,0,0,1
This current book should get four stars or a rating of 6,0,0,0,1
give this textbook 0 of 6 stars,0,0,0,1
I give the part of the chronicle Growth Fetish four out of 6 stars.,0,0,0,1
For this essay I give a posiabble 3 of 6,0,0,0,1
I would give Things Fall Apart 3 stars,0,0,0,1
Give the current album 0 out of 6 stars,0,0,0,1
Rate this album a one,0,0,0,1
Rate the current essay five out of 6 stars,0,0,0,1
rate The Prince of Providence 2 points,0,0,0,1
give two out of 6 points to Beyond a Boundary,0,0,0,1
Give The Abstinence Teacher 4 out of 6,0,0,0,1
Rate this book five out of 6,0,0,0,1
Rate this series 2 out of 6,0,0,0,1
Rate The Rules of Survival a 5 value,0,0,0,1
Rate Decoding Reality 0 points,0,0,0,1
rate Shockscape five stars,0,0,0,1
I want to rate my current book three out of 6 points,0,0,0,1
Rate the current album 4 of 6 stars,0,0,0,1
Give this textbook a four.,0,0,0,1
Rate Mouse Noses on Toast 5 points out of 6,0,0,0,1
Rate the current essay three of 6 points,0,0,0,1
the last novel is a solid 3 out of 6,0,0,0,1
I give The Vinyl Cafe Notebooks a 0 of 6,0,0,0,1
give 3 out of 6 to current textbook,0,0,0,1
rate the book Dies the Fire one points,0,0,0,1
rate Winning the Oil Endgame zero of 6,0,0,0,1
rate this textbook two of 6 stars,0,0,0,1
Rate In Enemy Hands five stars out of 6,0,0,0,1
I give this novel a 5 out of 6.,0,0,0,1
Rate the current novel a 3.,0,0,0,1
Rate the current essay 5 of 6,0,0,0,1
Rate this textbook 2 out of 6,0,0,0,1
Give The Decoration of Houses 1 of 6,0,0,0,1
Dawn of the Emperors: Thyatis and Alphatia deserves a rating value of 1,0,0,0,1
"Blood Colony was awful, I'd give it one stars at most.",0,0,0,1
I rate this essay a four of 6,0,0,0,1
Rate the current textbook 0 out of 6.,0,0,0,1
Rate The Firebrand one of 6 stars,0,0,0,1
I give the previous album a zero.,0,0,0,1
Rate the current book zero of 6,0,0,0,1
rate The British Edda zero points,0,0,0,1
rate this book four out of 6 points,0,0,0,1
Rate Fast Food Nation 2 points,0,0,0,1
out of 6 rate this a zero for Memories of the Ford Administration,0,0,0,1
give two out of 6 to A Christmas Carol,0,0,0,1
Give Memoirs of a Fox-Hunting Man a rating of 4 out of 6.,0,0,0,1
give 2 out of 6 points to current book,0,0,0,1
rate The Pagan Christ zero points out of 6,0,0,0,1
Give Miso Soup a rating of one points.,0,0,0,1
I am giving Finding Chandra a 2 out of 6 rating,0,0,0,1
Give The Pirates of Manhattan a 1,0,0,0,1
Give the current chronicle 3 of 6 stars,0,0,0,1
I give the Ways of Escape chronicle zero out of 6,0,0,0,1
I'd rate Shohola Falls a two out of 6.,0,0,0,1
For Adaptive Coloration in Animals I give 4 points,0,0,0,1
Rate this album 2 stars,0,0,0,1
The current saga deserves a 5 rating.,0,0,0,1
Rate Breakheart Pass two out of 6,0,0,0,1
give 4 out of 6 stars to current chronicle,0,0,0,1
The Great Science Fiction Stories About Mars series deserves a rating of zero,0,0,0,1
For the saga Leaves from the Inn of the Last Home I give the rating of 1,0,0,0,1
Please rate The Lightning of August five points.,0,0,0,1
Rate The Art of Struggle 3,0,0,0,1
this album deserves a 0 of 6 possible,0,0,0,1
rate this textbook 5 out of 6,0,0,0,1
I give the current essay a two,0,0,0,1
give three out of 6 points to Blackbox,0,0,0,1
give one star to The Indestructible Man,0,0,0,1
Rate The Woven Path one stars,0,0,0,1
rate this book one for this stars judging,0,0,0,1
give five stars to The General saga,0,0,0,1
I give the rating of 1 of 6 stars for this novel,0,0,0,1
Rate And No More Shall We Part chronicle 4,0,0,0,1
I give The Monkey and the Tiger a rating of 2 points.,0,0,0,1
I give the following album two out of 6 stars.,0,0,0,1
rate the current book zero of 6 points,0,0,0,1
Give the current album a five.,0,0,0,1
I give this current novel zero stars and a best rating of 6,0,0,0,1
give 3 star to this essay,0,0,0,1
rate Whole Earth Discipline 5 of 6 points,0,0,0,1
give three points out of 6 to You: A Novel,0,0,0,1
I want to rate The Ingenuity Gap 3 out of 6,0,0,0,1
Rate The Costs of Accidents a three,0,0,0,1
Hocus Bogus gets a 2 of 6.,0,0,0,1
Rate this chronicle one of 6 points,0,0,0,1
rate the book The Scorpio Illusion a 4,0,0,0,1
Give this essay a rating of 5.,0,0,0,1
This chronicle is rated 4 points better than previous,0,0,0,1
give this a four for the next series of points,0,0,0,1
rate Scarecrow and the Army of Thieves a three,0,0,0,1
Rate the current book 5 of 6 points,0,0,0,1
Rate The High Deeds of Finn MacCool one out of 6,0,0,0,1
The Young Lion saga gets a solid 4 points out of 6.,0,0,0,1
I would rate this album 1 points,0,0,0,1
I would give The Lady of the Rivers 0 stars,0,0,0,1
rate teh current series  a 2,0,0,0,1
the essay following should only rate two points,0,0,0,1
I am rating this essay two points,0,0,0,1
rate New History of the Five Dynasties 1 points,0,0,0,1
I'd give A Man Called Ove a 1,0,0,0,1
rate this book a five.,0,0,0,1
rate the current textbook 5 stars,0,0,0,1
"The book Choper, Coffee, Gilson should get a zero",0,0,0,1
rate this novel two out of 6,0,0,0,1
Rate The Bourne Deception 4 of 6,0,0,0,1
Give the current essay 5 out of 6 points.,0,0,0,1
rate the book A Brief History of Chinese Fiction 0 out of 6 points,0,0,0,1
Rate The Plot to Save Socrates one stars,0,0,0,1
I would rate this album 3 stars,0,0,0,1
Rate the Nova Scotia: New Scottish Speculative Fiction saga a 5,0,0,0,1
give this book one star out of 6 stars,0,0,0,1
give four out of 6 rating to The Cattle King,0,0,0,1
I would give Hell Hath Fury one points,0,0,0,1
I give the saga to The Woven Path 1 stars and a best rating of 6,0,0,0,1
Out of 6 stars the last novel gets only four,0,0,0,1
Give this novel 5 stars,0,0,0,1
I am giving this current book album 0 out of 6 stars,0,0,0,1
I want to give this current saga 6 points and a rating value of 1,0,0,0,1
I am giving the book Dorothy and the Wizard in Oz a zero out of 6 rating,0,0,0,1
Rate the current textbook 3 of 6 stars,0,0,0,1
give five out of 6 to this book,0,0,0,1
I think this novel only deserves 2 points out of 6.,0,0,0,1
Contemporary Religious Satanism gets a 3 rating.,0,0,0,1
"this album is hot trash, it's totally zero stars.",0,0,0,1
I am giving this book called The Wide Window one out of 6 stars,0,0,0,1
Rate this book a four.,0,0,0,1
this chronicle rates a one for First Contact?,0,0,0,1
Give the current essay five points / 6.,0,0,0,1
rate the Always Running series 0 points,0,0,0,1
I'd give the Mandaean Book of John 4 points,0,0,0,1
Rate the book White Girl Bleed a Lot only two points.,0,0,0,1
For the current saga I rate 2 of 6 stars,0,0,0,1
give 4 out of 6 points to current essay,0,0,0,1
Rate The Rats chronicle 5 of 6,0,0,0,1
give 5 out of 6 stars to The Intimidators chronicle,0,0,0,1
"Give three stars / 6 to My Sister, My Love",0,0,0,1
I give the following part of the series one out of 6.,0,0,0,1
rate I Commitments 5 of 6 points,0,0,0,1
rate the current book novel 5 out of 6,0,0,0,1
Rate the current novel a two,0,0,0,1
give The Search for the Snow Leopard a rating of zero of 6 stars,0,0,0,1
Rate 5 out of 6 stars to this album,0,0,0,1
rate this current book a 4 out of 6,0,0,0,1
the current saga gets 0 out of 6,0,0,0,1
Rate this textbook 5 out of 6 points,0,0,0,1
rate Special Assignments 0 of 6 points,0,0,0,1
rate this essay four out of 6,0,0,0,1
"The Night Lamp was ok at best, two stars out of 6 possible.",0,0,0,1
give 5 out of 6 points to Racing the Rain,0,0,0,1
give 4 star for this album,0,0,0,1
1 points for Victory for Us Is to See You Suffer,0,0,0,1
Rate the current essay four stars,0,0,0,1
rate the book Spells and Philtres five points,0,0,0,1
Rate this novel a five out of 6,0,0,0,1
please rate this essay three out of 6,0,0,0,1
Rate The Hindus: An Alternative History 3 of 6 stars,0,0,0,1
"this book isn't good, I'd rate it two out of 6 stars.",0,0,0,1
Rate this book 3 of 6 points,0,0,0,1
I give it a rating value of four to 6 to a book called Liberalism and the Limits of Justice,0,0,0,1
For the saga Magic in Ithkar 2 I give two stars,0,0,0,1
I give this current novel 0 points,0,0,0,1
rate the Which Moped with Chrome-plated Handlebars at the Back of the Yard? saga a one,0,0,0,1
give 1 point to current textbook,0,0,0,1
Rate Competitors 2 stars out of 6,0,0,0,1
Give the current saga three stars,0,0,0,1
Rate The Drowning a 3.,0,0,0,1
Give The Toynbee Convector four of 6,0,0,0,1
I want to give the saga In Praise of the Stepmother 2 out of 6 points,0,0,0,1
Rate Measuring the World one points,0,0,0,1
"rate the book Magic: History, Theory and Practice five stars",0,0,0,1
Rate this book 1 of 6 points,0,0,0,1
give four stars to current novel,0,0,0,1
Rate this album 2 stars,0,0,0,1
I want to give Dressed To Kill a one,0,0,0,1
Rate the text book New Finnish Grammar a four out of 6,0,0,0,1
rate this essay one out of 6 stars,0,0,0,1
the points given are five for Dust and Shadow,0,0,0,1
mark the current textbook a 1 from the total of 6,0,0,0,1
I would like to rate Hive Propolis 4 stars with a best rating of 6,0,0,0,1
I want to give the current novel zero points,0,0,0,1
I want to give The Garin Death Ray series 1 stars,0,0,0,1
rate Tropic of Orange a three,0,0,0,1
I rate the saga Wahhabi Islam: From Revival and Reform to Global Jihad three out of 6,0,0,0,1
rate this current album one stars,0,0,0,1
Give 2 stars to The Doom Brigade,0,0,0,1
Can you please assign two points to the White Niggers of America chronicle?,0,0,0,1
Rate this novel a two,0,0,0,1
I this this current essay should be rated a three,0,0,0,1
Give this novel a two star rating.,0,0,0,1
The current book i'm reading is only worthy of a 3.,0,0,0,1
show me a textbook with a rating of 2 and a maximum rating of 6 that is current,0,0,0,1
I want to give Nautch Girls of India four out of 6 points,0,0,0,1
rate the following series five  points,0,0,0,1
I want to give this book zero,0,0,0,1
Rate Bestiary of Dragons and Giants four of 6,0,0,0,1
Rate The Ultimate Revelations saga four,0,0,0,1
I'd give the current essay a four,0,0,0,1
Rate current novel two stars,0,0,0,1
rate the book series Sons of Destiny a five,0,0,0,1
I give Why Orwell Matters a rating value of 2 and a best rating of 6,0,0,0,1
rate the book Joyful Noise: Poems for Two Voices 3 points,0,0,0,1
This current essay should have a best rating of 6 and a rating value of three,0,0,0,1
give this textbook zero out of 6,0,0,0,1
I think that this chronicle should have a best rating of 6 and a value of one,0,0,0,1
I want to give the current essay a five,0,0,0,1
Rate this novel a 4,0,0,0,1
I would give Feast of the Innocents a value of 1,0,0,0,1
Give the current saga a three,0,0,0,1
Rate the Blood on the Moon saga a three,0,0,0,1
I give The Beatrice Letters 2 out of 6 stars.,0,0,0,1
Rate the book The Varieties of Scientific Experience two out of 6 points,0,0,0,1
For the book The Conduct of Major Maxim I give a five of 6 rating,0,0,0,1
Rate this book 3 out of 6,0,0,0,1
"Give Enemies, A Love Story 4 points out of 6",0,0,0,1
I would give this novel a rating of two,0,0,0,1
I would rate this album a 3,0,0,0,1
Rate this essay two points,0,0,0,1
Rate this essay 2 out of 6 stars,0,0,0,1
Rate Battle Hymn of China five of 6 points,0,0,0,1
Rate Shadows Alive 3 out of 6 points,0,0,0,1
rate The Eighth Day three stars out of 6,0,0,0,1
give this a 0 for this book,0,0,0,1
Rate  Body of Secrets one stars,0,0,0,1
Give this album 2 / 6.,0,0,0,1
give zero points to High Profile,0,0,0,1
I give The Caxtons chronicle 1 out of 6 stars.,0,0,0,1
give one rank to this album,0,0,0,1
rate this series two of 6,0,0,0,1
Rate the current essay a five,0,0,0,1
Rate The Simplest Words a four out of 6.,0,0,0,1
rate this series chronicle 0 points,0,0,0,1
give one out of 6 points to High Wizardry,0,0,0,1
using stars the current object gets four for the textbook out of 6,0,0,0,1
Give Bruce Lee: The Man Only I Knew 5 points.,0,0,0,1
Give The Resistance 2 out of 6 stars.,0,0,0,1
I think this textbook should be rated 5 points,0,0,0,1
rate the book The Guernsey Literary and Potato Peel Pie Society a five,0,0,0,1
Give The Slap 0 stars,0,0,0,1
Rate the current essay a three,0,0,0,1
give the current album a score of five out of 6,0,0,0,1
Rate Dragons of a Vanished Moon 1 of 6 points,0,0,0,1
Rate the current book 3 of 6,0,0,0,1
give 4 points to this textbook,0,0,0,1
Rate the current novel five of 6,0,0,0,1
give three out of 6 points to this textbook,0,0,0,1
Rate 12 Great Classics of Science Fiction zero out of 6 points,0,0,0,1
rate the current essay three of 6 points,0,0,0,1
I give Obama: From Promise to Power 6 points and a rating value of 1,0,0,0,1
give one out of 6 to Encyclopedia Magica chronicle,0,0,0,1
"Rate this part of the series, The Harrowing of Gwynedd, zero out of 6.",0,0,0,1
Rate Peddling Prosperity zero stars,0,0,0,1
rate this album a 1,0,0,0,1
Rate the current novel three points,0,0,0,1
A rating of four out of 6 goes to Memory in Death,0,0,0,1
I would rate the Executive Power a four and a best rating of 6,0,0,0,1
rate the current essay book four out of 6 points,0,0,0,1
rate Covering: The Hidden Assault on Our Civil Rights 1 point,0,0,0,1
rate the next essay five of 6,0,0,0,1
Rate The Prince of Venice Beach 3 stars,0,0,0,1
give 3 out of 6 stars to The Submarine Caper chronicle,0,0,0,1
rate The Fairy Caravan 5 of 6 stars,0,0,0,1
for this series The Magical Revival out of 6 give it a 5,0,0,0,1
rate Tragedy Day a 4,0,0,0,1
Give this book a 2.,0,0,0,1
give 3 out of 6 series of The Africa House,0,0,0,1
Rate Myths of the Near Future three points,0,0,0,1
Give The Dark Abode chronicle 2 out of 6 points.,0,0,0,1
give Life: A Natural History of the First Four Billion Years of Life on Earth 1 points out of 6,0,0,0,1
I would give this current novel 4 points,0,0,0,1
I would give Superman: Doomsday & Beyond four stars and a best rating of 6,0,0,0,1
I'd give the Quotations from Chairman Mao Tse-tung saga two of 6 stars,0,0,0,1
